City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
407,Nang Rong,TH,14.6377,102.7914,81.84,81,100,3.56
408,Namatanai,PG,-3.6667,152.4333,85.32,68,13,10.25
409,Konstantinovskoye,RU,45.2992,42.6367,52.38,67,10,7.72
410,Dzerzhinsk,RU,56.2389,43.4631,44.42,93,90,17.9
411,Christchurch,NZ,-43.5333,172.6333,55.33,68,75,4.0
412,Kolpashevo,RU,58.3131,82.9089,40.89,87,98,7.7
413,Vaxjo,SE,56.8777,14.8091,51.85,100,90,14.97
414,Waukesha,US,43.0333,-88.3001,53.38,86,1,0.0
415,Komsomolskiy,UZ,40.4272,71.7189,65.12,29,0,4.61
416,Kerman,IR,30.2832,57.0788,66.06,19,0,0.0
417,Vao,NC,-22.6667,167.4833,69.82,77,78,18.03
418,Ogulin,HR,45.2661,15.2286,47.23,97,70,2.08
419,Carutapera,BR,-1.195,-46.02,78.57,79,38,7.65
420,Belchatow,PL,51.3688,19.3567,49.05,89,100,12.37
421,Mosquera,CO,4.7059,-74.2302,55.49,100,75,2.3
422,Mogok,MM,22.9167,96.5,74.14,71,85,2.08
423,Lavrentiya,RU,65.5833,-171.0,27.64,82,99,9.53
424,Hays,US,30.0502,-98.0336,72.1,91,0,5.46
425,Mumford,GH,5.2618,-0.759,77.27,91,94,6.55
426,Evanston,US,42.0411,-87.6901,61.09,79,75,0.0
427,Crowley,US,30.2141,-92.3746,78.96,93,85,5.79
428,Hun,LY,29.1268,15.9477,61.18,59,0,5.79
429,Monrovia,LR,6.3005,-10.7969,75.92,91,100,4.45
430,Avera,US,33.194,-82.5271,69.71,77,84,4.59
431,Kiama,AU,-34.6833,150.8667,67.37,52,71,11.99
432,Kaduna,NG,10.5222,7.4383,69.44,89,98,3.33
433,Hondo,JP,32.45,130.2,82.35,51,0,3.71
434,Freeport,US,40.6576,-73.5832,68.02,76,1,4.61
435,Tiznit,MA,29.5833,-9.5,67.59,42,2,3.22
436,Yuanping,CN,38.7153,112.7575,57.29,27,100,14.18
437,Leh,IN,34.1667,77.5833,47.48,19,2,3.31
438,Zhangye,CN,38.9342,100.4517,55.47,23,36,3.2
439,Grand Gaube,MU,-20.0064,57.6608,78.39,68,13,10.0
440,Margate,GB,51.3813,1.3862,56.03,83,100,1.99
441,Chincha Alta,PE,-13.4099,-76.1323,58.77,86,31,3.11
442,Ust-Nera,RU,64.5667,143.2,20.14,67,100,4.97
443,Hasaki,JP,35.7333,140.8333,77.29,62,8,8.05
444,Moindou,NC,-21.6924,165.677,80.55,68,78,9.13
445,Auriflama,BR,-20.6856,-50.5547,69.62,88,100,8.9
446,Ternate,ID,0.8,127.4,85.69,69,42,9.73
447,Alice Springs,AU,-23.7,133.8833,76.55,15,0,6.91
448,Alekseyevka,RU,50.6309,38.6903,45.23,69,100,7.25
449,Safaga,EG,26.7292,33.9365,81.32,49,0,10.76
450,Dalbandin,PK,28.8947,64.4101,72.39,8,0,6.51
451,San Jeronimo,PE,-11.9472,-75.2829,50.77,79,96,1.74
452,Myaundzha,RU,63.0494,147.1858,15.85,75,100,4.85
453,Enkoping,SE,59.6361,17.0777,50.95,88,100,13.13
454,Pringsewu,ID,-5.3582,104.9744,89.33,56,98,2.51
455,Mnogovershinnyy,RU,53.9353,139.9242,28.2,89,100,13.15
456,Mackay,AU,-21.15,149.2,78.67,71,81,13.47
457,Beloha,MG,-25.1667,45.05,84.11,29,2,1.77
458,Mezhdurechenskiy,RU,59.6,65.9333,46.11,76,76,8.93
459,Kearney,US,40.6995,-99.0815,45.16,85,1,1.99
460,Songea,TZ,-10.6833,35.65,68.25,66,18,8.23
461,Knysna,ZA,-34.0363,23.0471,55.78,74,100,3.89
462,Duluth,US,46.7833,-92.1066,50.59,70,90,3.0
463,Damietta,EG,31.4165,31.8133,76.19,65,24,10.65
464,South River,US,40.4465,-74.386,67.91,91,71,3.2
465,Kasongo,CD,-4.45,26.6667,68.97,94,100,2.64
466,Hurghada,EG,27.2574,33.8129,77.56,55,0,10.96
467,Manokwari,ID,-0.8667,134.0833,85.6,66,81,4.72
468,Salekhard,RU,66.53,66.6019,41.34,86,100,4.7
469,Beira,MZ,-19.8436,34.8389,78.49,75,21,9.62
470,Otradnoye,RU,59.7775,30.8181,38.55,82,35,7.49
471,Luwuk,ID,-0.9516,122.7875,88.11,65,95,2.71
472,Sheffield,GB,53.383,-1.4659,50.59,91,99,9.62
473,Morristown,US,36.214,-83.2949,70.9,73,1,0.0
474,Bara,NG,10.3744,10.7288,70.75,70,79,4.23
475,Susanville,US,40.4163,-120.653,37.24,47,1,3.0
476,Trairi,BR,-3.2778,-39.2689,78.96,81,41,10.71
477,Abaete,BR,-19.16,-45.4458,72.91,79,100,2.17
478,Mercedes,AR,-34.6515,-59.4307,49.01,88,80,11.59
479,Lingao,CN,19.9103,109.6859,81.82,84,90,15.97
480,Saint Augustine,US,29.8947,-81.3145,76.01,93,1,0.0
481,Pangnirtung,CA,66.1451,-65.7125,26.1,66,98,2.91
482,Bonfim,BR,3.0833,-59.95,80.74,63,32,4.85
483,Tiarei,PF,-17.5333,-149.3333,80.62,77,51,14.36
484,Marsh Harbour,BS,26.5412,-77.0636,79.95,74,13,9.26
485,Derzhavinsk,KZ,51.1,66.3167,48.97,68,0,8.14
486,Batagay,RU,67.6333,134.6333,20.25,80,99,2.64
487,Gunnedah,AU,-30.9833,150.25,65.82,47,43,8.01
488,Almeirim,BR,-1.5233,-52.5817,77.49,70,65,5.3
489,Porto Novo,BJ,6.4965,2.6036,78.62,91,62,3.2
490,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,100,90,2.24
491,Labuhan,ID,-6.8844,112.2051,90.19,52,92,10.42
492,Olutanga,PH,7.3106,122.8464,84.27,69,70,5.03
493,Sydney,AU,-33.8679,151.2073,69.1,54,40,3.0
494,Mount Gambier,AU,-37.8333,140.7667,55.96,71,91,16.17
495,Coahuayana,MX,18.7333,-103.6833,76.08,91,12,3.0
496,Saint Anthony,US,45.0205,-93.218,47.35,77,1,3.44
497,Nancha,CN,47.1333,129.2667,50.49,27,0,2.33
498,Vorobyevka,RU,50.6451,40.9245,45.9,72,100,7.85
499,Gorodishche,RU,48.8045,44.4744,48.79,76,0,6.71
500,Minuri,PH,16.535,121.8574,83.32,80,64,1.88
501,Mizdah,LY,31.4451,12.9801,55.11,61,0,12.28
502,Fort Nelson,CA,58.8053,-122.7002,36.99,52,40,3.44
503,Kargasok,RU,59.0556,80.8572,43.81,85,99,10.78
504,Dagua,CO,3.6569,-76.6886,66.7,99,100,1.68
505,Lavumisa,SZ,-27.31,31.892,70.92,60,0,3.11
506,Domoni,KM,-12.2569,44.5319,79.21,76,13,5.39
507,Port Antonio,JM,18.18,-76.4612,82.31,82,29,1.19
508,Kampot,KH,10.6167,104.1833,87.85,68,96,6.22
509,Henties Bay,NA,-22.116,14.2845,57.85,93,9,8.05
510,Santa Fe,AR,-31.6333,-60.7,56.01,72,100,5.99
511,Salinas,US,36.6777,-121.6555,63.19,60,1,3.44
512,Vung Tau,VN,10.346,107.0843,85.8,67,36,7.11
513,Skelleftea,SE,64.7507,20.9528,48.56,69,90,4.61
514,Sompeta,IN,18.9333,84.6,82.44,85,100,10.96
515,Tancheng,CN,27.4375,115.4976,65.71,94,100,3.56
516,Tura,IN,25.5198,90.2201,88.77,61,79,2.15
517,Nemuro,JP,43.3236,145.575,66.63,80,98,12.84
518,Meulaboh,ID,4.1363,96.1285,85.66,60,39,4.76
519,Baruun-Urt,MN,46.6806,113.2792,26.31,23,0,21.0
520,Evensk,RU,61.95,159.2333,25.34,51,23,13.24
521,Walvis Bay,NA,-22.9575,14.5053,58.08,94,90,2.3
522,Kurilsk,RU,45.2333,147.8833,55.17,83,99,19.91
523,Vikindu,TZ,-7.0067,39.2985,79.65,71,48,7.43
524,El Penon,CO,8.9892,-73.9486,75.6,98,100,1.66
525,Isla Vista,US,34.4133,-119.861,66.83,56,1,3.44
526,Montepuez,MZ,-13.1256,38.9997,72.77,73,83,5.59
527,Sterling,US,39.0062,-77.4286,65.97,92,40,0.0
528,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.8,85,22,11.07
529,Altay,CN,47.8667,88.1167,48.33,42,1,3.13
530,Bida,NG,9.0833,6.0167,75.15,86,76,4.14
531,Nichinan,JP,31.6,131.3667,85.15,64,1,7.74
532,Nandgaon,IN,20.3167,74.65,82.54,54,75,7.96
533,Phan Thiet,VN,10.9333,108.1,88.27,64,70,9.82
534,Halden,NO,59.1226,11.3871,50.34,78,40,6.13
535,Puerto Escondido,MX,15.85,-97.0667,80.26,87,23,4.07
536,Rio Branco,BR,-9.9747,-67.81,79.41,83,0,4.61
537,Narsaq,GL,60.9167,-46.05,26.82,46,28,5.93
538,Champerico,GT,14.3,-91.9167,82.35,83,20,6.53
539,Yerbogachen,RU,61.2767,108.0108,25.3,50,95,11.18
540,Marevo,RU,57.3146,32.0804,38.59,82,82,6.15
541,Moshi,TZ,-3.35,37.3333,72.37,74,39,3.42
542,Vary,UA,48.1221,22.7128,37.94,88,7,3.78
543,Istiaia,GR,38.9558,23.1528,58.71,93,100,6.26
544,Chiredzi,ZW,-21.05,31.6667,80.53,32,0,3.89
545,Marijampole,LT,54.5667,23.35,46.47,92,100,14.65
546,Lazaro Cardenas,MX,17.9583,-102.2,79.48,88,67,2.55
547,Pamekasan,ID,-7.1568,113.4746,89.55,51,86,8.19
548,Asfi,MA,32.2994,-9.2372,68.52,75,3,9.71
549,Alice Town,BS,25.7167,-79.3,81.64,70,7,10.65
550,Vernon,CA,50.2581,-119.2691,49.14,75,100,2.3
551,Kaabong,UG,3.4836,34.1492,69.89,57,79,15.26
552,Ibipeba,BR,-11.6408,-42.0111,71.53,75,39,9.37
553,Goderich,CA,43.7501,-81.7165,66.04,77,68,3.44
554,Manadhoo,MV,5.7667,73.3833,82.24,79,44,23.0
555,Lumeje,AO,-11.55,20.7833,67.06,55,20,3.74
556,Kamenka,RU,51.3223,42.7678,44.96,74,100,10.65
557,Bud,US,39.447,-86.1758,70.41,97,94,3.38
558,Arman,RU,59.7,150.1667,27.46,54,97,13.4
559,Shakawe,BW,-18.3667,21.85,68.7,15,0,5.3
560,Kralendijk,BQ,12.15,-68.2667,82.38,83,40,13.8
561,Nenjiang,CN,49.1833,125.2167,32.54,87,100,7.83
562,Perumpavur,IN,10.1333,76.4833,90.23,70,40,5.75
